orgName,planName,closed,applyTarget,planSubject,planResType,planLink,resourceCount,resourceNames,resourceLinks,uid,planContent
教育部,青年壯遊臺灣- 尋找感動地圖實踐計畫,False,"apply-target-other,","cultural-history,travel,","talent-cultivation,plan-restype-other,",https://youthtravel.tw/doc.php?uid=74&puid=53,0,,,3b8219fb-ce6c-4826-a8da-daf764c1e458,「青年壯遊臺灣-尋找感動地圖實踐計畫」，鼓勵青年以壯遊體驗多元方式，與臺灣各地人文社會深入互動交流， 認識瞭解臺灣不同面向，並從壯遊過程中探索自我，培養多元能力。青年可藉由議題探研、達人見習、環島探索等多元方式認識鄉土、行遍臺灣，形塑青年壯遊新文化，捲動青年壯遊臺灣風潮。經獲選者可獲部分經費補助，鼓勵青年完成壯遊臺灣夢想。
教育部,營造休閒運動環境計畫,False,"local-government,","public-construction,","environment-construction,",https://www.sa.gov.tw/PageContent?n=2414,0,,,461da3cc-31cd-4179-865d-467f8731fa2a,體育署以「營造優質休閒運動環境」作為本計畫發展願景，並以「營造優質友善運動場館設施」、「營造友善自行車道」及「改善水域運動環境」作為計畫目標，齊備我國競技、訓練、休閒運動設施網絡拼圖。
文化部,再造歷史現場專案計畫,False,"local-government,","public-construction,","environment-construction,",https://grants.moc.gov.tw/Web/PointDetail.jsp?__viewstate=pvWqz/p/ntZfCgFmlc8efQn9PKt77jmtD2XVBm8U15K5ohv92GcQb3JZcscjkMix7n5bknQ4C1jvfwxUC1ZSeBfK7nUo4Ss4,0,,,f381fd19-baf1-4797-9214-712891d3e1a2,檢視區域範圍內整體資源，提出清楚、明確之發展願景、藍圖與行動方案，並建 構跨局室整合、跨領域合作等協力模式，落實文化資產區域環境整合保存與活化。
文化部,原住民村落文化發展計畫,False,"people-team,apply-target-other,","cultural-history,industry-technology,plan-subject-other,","talent-cultivation,plan-restype-other,",https://grants.moc.gov.tw/Web/PointDetail.jsp?__viewstate=pvWqz/p/ntZODqwaQM9MXgn9PKt77jmteO5h9T0u+rXu/4+Hq2G2gHJZcscjkMix7n5bknQ4C1jvfwxUC1ZSeBfK7nUo4Ss4,0,,,34b78049-671e-41c8-8c73-713dfb21902b,文化部（以下簡稱本部）為落實多元平權，促進文化多樣發展，賦權臺灣各原住民族群（含平埔族）因應族群文化發展之在地議題，結合青年，體現自發行動，掌握社區營造、在地智慧、知識與文化、善用社會設計及公民科技、共享互助精神，推動有助其於都市及原鄉文化傳承發展計畫，俾厚植國家多元文化能量、營造協力共好社會及永續國家發展，爰訂定本要點。
文化部,藝文專業場館升級計畫,False,"local-government,","public-construction,","environment-construction,",https://grants.moc.gov.tw/Web/PointDetail.jsp?__viewstate=pvWqz/p/ntb1L6/deFoE5wn9PKt77jmteO5h9T0u+rXRKM81q3Yp2XJZcscjkMix7n5bknQ4C1jvfwxUC1ZSeBfK7nUo4Ss4,0,,,163887db-9dc8-44cd-9274-f3485e3cb34b,為建構文化生活圈之整體藝文發展，協助縣市政府確立藝文場館專業發展定位及方向，改善藝文空間與設施，落實文化平權，縮短城鄉資源落差，促進藝術文化深耕地方。
文化部,青年村落文化行動計畫,False,"personal,","cultural-history,industry-technology,travel,technology-apply,","talent-cultivation,management-counseling,",https://youthgo.moc.gov.tw/,0,,,cd2cf313-f8b9-45c8-aea6-0453318902a6,「青年村落文化行動計畫」鼓勵結合社會創新的概念，開發現有村落文化發展的新可能，將「改變」的接棒，傳給青年，透過實驗、行動、實踐與獨立自主等方式，讓青年運用公民行動力，共同合作串聯，來實現青年的自我價值，並創造村落藝文發展的新環境。
文化部,推動國家文化記憶庫計畫,False,"enterprise,people-team,apply-target-other,","cultural-history,industry-technology,plan-subject-other,","talent-cultivation,management-counseling,",https://law.moc.gov.tw/law/LawContent.aspx?id=GL001230,1,文化部「國家文化記憶庫及數位加值應用計畫」,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/246294319.pdf,94b8b594-a263-4cba-bf86-1de9553682cf,為保存並再現土地與人民共同記憶，推動「國家文化記憶庫及數位加值應用計畫」，擴大全民共同參與建構台灣原生文化，以作為在地知識研究、教育推廣、產業運用及觀光體驗之基礎。
文化部,文化資產保存修復及管理維護補助,False,"personal,local-government,people-team,apply-target-other,","cultural-history,public-construction,industry-technology,travel,plan-subject-other,","talent-cultivation,environment-construction,plan-restype-other,",https://grants.moc.gov.tw/Web/PointDetail.jsp?__viewstate=pvWqz/p/ntZfCgFmlc8efQn9PKt77jmtD2XVBm8U15L4odukQNgsV3JZcscjkMix7n5bknQ4C1jvfwxUC1ZSeBfK7nUo4Ss4,0,,,4417d3c8-3cb4-406f-9abd-492bcbfc6876,為輔導直轄市及縣市政府與民間共同推動各類文化資產的保存維護與活化再利用之相關工作，行政院文化建設委員會文化資產總管理處籌備處，特訂定「輔導直轄市及縣市政府與民間推動文化資產保存維護計畫」作業要點。 計畫分為A類至D類，詳細可參計畫連結網參考。
內政部,提升道路品質計畫2.0,False,"local-government,apply-target-other,","public-construction,","environment-construction,",https://www.moi.gov.tw/News_Content.aspx?n=2&s=198602,0,,,0fa1add2-5e0b-43a7-b02d-cb848d3b1968,為提升道路品質，內政部於106年至109年第1階段的前瞻基礎建設，已改善全台約493公里的道路。明(110)年起將展開第2階段，推動「提升道路品質計畫2.0」，未來4年要投入250億元，導入智慧街道、環境檢測等智慧建設新指標，打造智慧安全的用路環境。
行政院,國家發展基金創業天使投資方案,False,"apply-target-other,","cultural-history,industry-technology,country-farming,travel,technology-apply,plan-subject-other,","financing-grant,",https://www.angelinvestment.org.tw/,0,,,71a5be9e-dbed-4e69-8985-a3336b178f12,一. 為健全新創事業投資市場機制，改善台灣天使投資環境，藉由與天使投資人 及國內外投資機構共同投資，並提供新創企業創立初期及後續發展營運資金。 二. 運用天使投資人及投資機構投資經驗，提供被投資事業後續輔導諮詢與網絡 連結。本方案以扶植風險性較高新創企業為主要目的，而非以財務獲利報酬為單一考量。
海洋委員會,促進地方政府推動海洋事務補助計畫,False,"local-government,apply-target-other,","cultural-history,public-construction,industry-technology,travel,","talent-cultivation,environment-construction,","https://www.oac.gov.tw/ch/home.jsp?id=43&parentpath=0,4&mcustomize=oacmaritime_view.jsp&dataserno=201909110001",0,,,9f7a1985-6a20-4af9-90f2-55908ef8f469,一. 規劃生活、生產、生態三生一體之永續海洋旅遊。 二. 岸海空間、設施活化，打造親海生活聚落。 三. 海洋相關產品行銷推廣，塑造在地品牌。 四. 融入海洋教育與文化，開發具地方特色之海洋遊憩活動。 五. 發掘、形塑或優化在地海洋產業，創造地方就業機會。
內政部,城鎮風貌及創生環境營造計畫,False,"local-government,","public-construction,","environment-construction,",https://trp.nlma.gov.tw/w/trp/UrbanLandscape?,0,,,fc1741db-6dba-4892-8178-01fb5e147569,一. 以城鎮地區居民「日常生活」的核心場域為主。 二. 訴求為較大空間規模尺度改造（非單點改造），並以「簡單、自然、好使用」之原則，推動關鍵重要指標性地區之改造計畫。 三. 整合串接城鎮的公共開放空間及水綠環境資源，提升城鎮整體景觀及生活空間品質，營造城鎮有品味的生活環境。
客家委員會,客庄創生環境營造計畫,False,"local-government,","public-construction,plan-subject-other,","talent-cultivation,environment-construction,management-counseling,",https://www.hakka.gov.tw/Content/Content?NodeID=63&PageID=20900,0,,,e19fe421-771b-4869-b496-9c7d14e01f38,活絡客庄產業經濟、提振客家文化特⾊產業、形塑客庄移居及觀光環境，並藉由相關資源挹注，⽀援客家青年創（就）業，藉以吸引青壯⼈才回流或移居客庄，與帶動⼩農、導覽、休閒旅遊、文史、⽣態及藝術⼈才在地就業，進⽽完成社會資本重建，再造客庄新⽣命。
客家委員會,客庄產業創新加值補助計畫,False,"local-government,people-team,","cultural-history,industry-technology,travel,","talent-cultivation,management-counseling,",https://www.hakka.gov.tw/Content/Content?NodeID=34&PageID=47193,0,,,48d45ade-12f3-4837-b0b2-54b4c9d05ca1,推動客庄產業創新加值，促進客家創新加值文化與產業相結合，發展具有客家特色之文化產業，帶動客庄經濟發展。
農業部,地方創生農山漁村發展建設,False,"enterprise,local-government,people-team,","industry-technology,country-farming,","talent-cultivation,environment-construction,management-counseling,",https://law.moa.gov.tw,1,發展進化地方創生，前瞻提升農山漁村(pdf),https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/2097216199.pdf,5cf671da-68c3-4ce6-b3b1-dfa0195e343c,提升農業競爭力 一. 建立直販所、農民市集及社區小舖直銷據點。 二. 購置展售中心及農會超市營運設施。 三. 改善冷鏈物流相關設施。 四. 購置特色產業發展設備。 改善農村環境空間 一. 農漁山村社區生活及公共設施改善。 改善農村生活品質與經濟多樣性 一. 辦理農民教育訓練及行銷推廣。 二. 農村特色產業輔導、整合及行銷推廣活動。 三. 辦理漁村地方創生發展建設及產業活化。
原住民族委員會,推動原住民族多元產業發展 2.0 計畫,False,"local-government,people-team,apply-target-other,","cultural-history,public-construction,industry-technology,travel,technology-apply,plan-subject-other,","talent-cultivation,environment-construction,management-counseling,",https://www.cip.gov.tw/zh-tw/news/data-list/3B2BB84D09FA867F/0D16739B5C3317ABBDD26C849BDB9A27-info.html,1,前瞻基礎建設計畫－城鄉建設－推動原住民族多元產業發展2,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/435008314.pdf,5c661ee8-5d1d-411d-991f-14b69328f317,以數位前導作為原住民族多元產業發展之基礎，並以「部落產業升級 」及「通路數位加值」為指標妥善銜接當前政府推動產業升級政策方針，強化投資及輔導支持原住民族經濟產業，俾完善原住民族產業生態圈。
原住民族委員會,地方創生原民部落營造計畫,False,"local-government,","public-construction,","environment-construction,",https://ws.ndc.gov.tw/Download.ashx?u=LzAwMS9hZG1pbmlzdHJhdG9yLzEwL3JlbGZpbGUvMC8xMjU0OS9mNjdjY2RiMy04NDQ0LTRmYTctYmJhYy0zOGNmNmRlNWQzYTYucGRm&n=5Zyw5pa55Ym155Sf5Y6f5rCR6YOo6JC954ef6YCg6KiI55Wr5Z%2B36KGM5Y6f5YmHLnBkZg%3D%3D&icon=..pdf,0,,,3ab25cb6-6dd4-4d13-b373-9d1030f05850,配合地方創生，改善原住民族部落內各項基礎公有設施，以提升部落環境品質，促進地方創生事業發展。
教育部,補助地方政府打造地方創生區域性青聚點,False,"local-government,","public-construction,industry-technology,country-farming,travel,technology-apply,plan-subject-other,","talent-cultivation,environment-construction,management-counseling,",https://ryh.yda.gov.tw/,1,補助地方政府打造地方創生區域性青聚點申請作業須知(核定),https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/1907585643.pdf,2cea26fb-cb23-429c-b862-206191dd055a,配合國家發展委員會「加速推動地方創生計畫」，強化結合各部會輔導能量，以鼓勵青年增加接觸地方事務的機會，進而投入地方創生行動，透過發展及整備地方創生青聚點，建置北、中、南、東等四區之區域性青聚點，除提供地方創生青年培力活動、諮詢門診，亦設有共同工作空間、會議室、成果展示空間等，以作為跨縣市地方創生青年專屬的交流場域及平臺。
國家發展委員會,公有建築空間環境整備活化,False,"local-government,","public-construction,travel,","environment-construction,",https://www.twrr.ndc.gov.tw/space-use,0,,,b04fd081-9a28-43e1-beb1-075a1159c84f,一. 配合國家安全戰略層級的國家政策，重新盤點各縣市公部門轄管閒置空間活化再利用。 二. 透過產官學協力，將空間重新改造後提供給青年、在地團體執行地方創生工作。 三. 強化城鎮機能及環境整備以促進地方產業發展，吸引人口回流並累積創生資本。
國家發展委員會,青年培力工作站,False,"enterprise,people-team,","plan-subject-other,","talent-cultivation,",https://www.twrr.ndc.gov.tw/teen-workshop,1,113年度青年培力工作站申請須知v8_Final,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/504906741.pdf,7c8eed18-b6fb-472a-b920-5a91d7323340,國家發展委員會為營造青年留鄉、返鄉創業支援體系，陪伴輔導青年開創地方創生事業，補助建置地方創生青年培力工作站所需人事費及業務費。
交通部,生活圈道路交通系統建設計畫,False,"local-government,","public-construction,","environment-construction,",https://www.thb.gov.tw/page?node=fb46dc74-fd87-4955-b1f2-d8538c4fd4f2,0,,,f0f9b435-ab3c-4b0a-93b2-54c7318a789c,依生活圈建設理念，配合都市發展及運輸政策，規劃完整之生活圈路網。
交通部,智慧運輸系統發展建設計畫,False,,"public-construction,technology-apply,","financing-grant,",https://www.ey.gov.tw/Page/448DE008087A1971/b61ca63b-b210-4f6c-9718-c40316c6a65a,0,,,0bec7088-cd72-4863-aa3d-5a5bf9294d81,透過整合先進資訊及通訊技術於交通基礎設施與車輛設備內，提升交通安全與順暢、增進民眾交通機動性降低交通運輸之環境衝擊為目的。以系統性方法及整合性智慧運輸策略，專注解決民眾面臨交通壅塞、偏鄉交通不便及交通安全等課題。
交通部,公路公共運輸服務升級計畫 (110-113),False,"local-government,","public-construction,","environment-construction,",https://www.iot.gov.tw/cp-2272-201896-819eb-1.html,2,公路公共運輸服務升級計畫提案原則；公路公共運輸服務升級計畫提案原則,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/2032525196.pdf；https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/522819534.pdf,ee671b1a-c7a9-4d90-9cdb-dc8c64e4559c,以無縫、安全、永續、精緻為公路公共運輸服務升級之目標，辦理重點包括強化跨運具服務整合、完善無障礙乘車及候車環境、改善偏鄉交通協助地方創生、推廣電動大客車以利空污防制、導入先進設備預防事故發生。
交通部,觀光局及所屬國家風景區管理處補助 機關（構）團體辦理觀光活動或計畫,False,"local-government,people-team,","travel,","plan-restype-other,",https://admin.taiwan.net.tw/,1,交通部觀光署及所屬國家風景區管理處補助機關(構)團體辦理觀光活動或計畫相關作業規定暨經費申領作業表件,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/222318214.doc,4ca16104-3791-4e94-9e77-85f366c03322,推動觀光活動之產品化、觀光化及國際化，以吸引國際旅客來臺旅遊。
原住民族委員會,原民部落營造計畫,False,"local-government,","public-construction,plan-subject-other,","talent-cultivation,environment-construction,plan-restype-other,",https://www.cip.gov.tw/portal/docDetail.html?CID=3B2BB84D09FA867F&DID=0C3331F0EBD318C227C4B2E720FA4942,1,原民部落營造計畫,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2024/896680851.pdf,479f23a9-20c1-4f6c-8716-5120e186f479,主要在提升原住民族安心居住環境品質及長照服務，整合地方公共服務據點，整建並充實相關設施，以發展成具有文化意涵之健康友善空間，提供各種綜合性服務，即以「部落之心」為目標核心。
勞動部,微型創業鳳凰貸款,False,"personal,enterprise,","cultural-history,industry-technology,country-farming,travel,technology-apply,plan-subject-other,","financing-grant,management-counseling,",https://beboss.wda.gov.tw/Default.aspx,0,,,85a660b6-65e5-44a4-8f8e-66395ddfdf3b,為提升我國女性、中高齡國民及設籍離島居民勞動力參與率，建構創業友善環境，協助發展微型企業，創造就業機會，提供創業陪伴服務、創業貸款利息補貼及融資信用保證專案。
經濟部,經濟部「小型企業創新研發計畫(SBIR-地方型」,False,"enterprise,","cultural-history,public-construction,industry-technology,country-farming,travel,technology-apply,","environment-construction,",https://www.sbir.org.tw/project/introLocal,0,,,c634606a-4c44-460b-b3a4-76c2b5a56493,協助各直轄市、縣(市)政府擁有更為充沛之經費得以辦理在地特色產業創新研發計畫之推動，帶動中小企業積極投入在地特色產業之研發。
原住民族委員會,普及偏鄉寬頻接取環境計畫,True,"enterprise,","technology-apply,","environment-construction,",https://www.ncc.gov.tw/chinese/gradation.aspx?site_content_sn=3989&is_history=0,0,,,5bd182f2-804d-4e96-8016-762804bcd392,1.Gbps 等級服務到鄉； 2.100Mbps 等級服務到村； 3.擴展Wi-Fi 熱點頻寬； 4.強化偏鄉4G 基地臺建置； 5.建置原民部落之戶外免費無線寬頻； 6.建置應用平台並介接教育部課後照顧數位學習。 註：申請/提案對象：限電信事業
原住民族委員會,原住民族經濟產業發展4年計畫,True,"personal,enterprise,local-government,","country-farming,travel,","financing-grant,management-counseling,",https://www.cip.gov.tw/portal/docList.html?CID=7BC03FB2607683E8,0,,,1cfefff9-80de-4f60-8847-1b3ccd32953a,1.蒐集及分析經濟產業現況，以確立發展方針； 2.根著人才挖掘及培養，以創造經濟產業發展動能； 3.結合在地人文地產景，以型塑經濟產業發展品牌； 4.連結資通訊科技應用，以加深發展面向廣度； 5.強化資金投融資管道，以建全商業模式結構。
經濟部,小型企業創新研發計畫(SBIR),False,"enterprise,","cultural-history,public-construction,industry-technology,country-farming,travel,technology-apply,","financing-grant,talent-cultivation,",https://www.sbir.org.tw/,0,,,a7672087-bc45-4992-b623-02888645e1b2,本計畫之目標在於運用政府政策工具，依中小企業所提之研發計畫提供資源協助，推動中小企業廠商進行產業技術、產品與服務之創新研發計畫，引導中小企業投入研發活動，帶動中小企業研發人才的培育、研發能力的累積，提高我國中小企業技術水準、進而提升我國產業之競爭力及加速傳統產業之轉型與升級。
衛生福利部,建立社區照顧關懷據點計畫,True,"apply-target-other,","plan-subject-other,","plan-restype-other,",https://ccare.sfaa.gov.tw/home/index,0,,,244d7312-43e0-4eb7-a47a-a7d8d763546b,銜接前端初級預防功能，預防保健、活力老化、減緩失能，促進長者健康福祉，提升老人生活品質。向後端提供多目標社區式支持服務，轉銜在宅臨終安寧照顧，減輕家屬照顧壓力，減少長期照顧負擔。
客家委員會,客家浪漫臺三線計畫,True,"local-government,","cultural-history,public-construction,industry-technology,country-farming,travel,technology-apply,","talent-cultivation,environment-construction,management-counseling,",https://www.hakka.gov.tw/Content/Content?NodeID=666&PageID=39453&LanguageType=CH,0,,,ffac2dd6-375d-4a14-989a-1223534300ca,打造臺三線豐富的人文、生態、產業，啟動客家文藝復興，帶動青壯人才回流或移居，再造客庄新生命。
客家委員會,客家文化躍升計畫,True,"local-government,people-team,","cultural-history,","talent-cultivation,",https://ws.ndc.gov.tw/Download.ashx?u=LzAwMS9hZG1pbmlzdHJhdG9yLzEwL3JlbGZpbGUvMC8xMjU0OS9jYTVjNDI2Zi1kZDcxLTQwYmEtODI3ZC1jMWE2YWY0MjFhN2MucGRm&n=5a6i5aeU5pyD44CM5a6i5a625paH5YyW6LqN5Y2H6KiI55Wr44CNLnBkZg%3D%3D&icon=..pdf,0,,,61b96b00-56f4-407e-91c0-22a122c5aabe,順應國際文化多樣性潮流，結合傳統與現代客家文化元素，透過文化資產、文藝發展、知識體系發展、人才培育、建立交流研究中心等工作，提升客家文化發展應用潛力。
客家委員會,客家文化生活環境營造計畫,True,"local-government,","cultural-history,public-construction,industry-technology,country-farming,travel,technology-apply,","talent-cultivation,environment-construction,management-counseling,",https://www.hakka.gov.tw/Content/Content?NodeID=745&PageID=42021,0,,,12c4c849-6068-45fa-8261-1c2807a091b1,1.完成客家聚落空間保存及發展再利用階段性建置； 2.加強客家人文歷史資產調查及修復名人故居歷史建物； 3.完整建構國內客家文化接觸據點及館舍聯營網絡； 4.達成活化客家既有館舍經營輔導機制； 5.建立館舍、設施長期營運機制。
教育部,大學社會責任實踐計畫(USR),False,"apply-target-other,","cultural-history,industry-technology,country-farming,travel,technology-apply,","talent-cultivation,environment-construction,",https://usr.moe.gov.tw/tw,0,,,e22ffcd9-8e11-447e-a9b6-a4c3dc59d265,強化大專校院與區域城鄉發展之在地連結合作，實踐其社會責任。以「人才培育」為核心任務，鼓勵教師帶領學生以跨系科、跨團隊或跨校串聯之團隊，結合地方政府及產業資源，共同促進在地產業聚落、社區文化創新發展，增進學生對在地認同，進而激發在地就業或創業。
教育部,營造休閒運動環境計畫,False,"local-government,","public-construction,travel,","environment-construction,",https://www.sa.gov.tw/PageContent?n=2414,0,,,a5b3cc6a-1e7c-4fbc-8363-924118f16540,普及運動設施及場地，利用水岸、綠地、高灘地等既有資源，配合步道、自行車道等整體規劃，結合保育、生態與休閒，建構優質體育運動休閒設施，滿足國人運動休閒需求。
衛生福利部,預防及延緩失能照護方案,False,"local-government,","public-construction,","talent-cultivation,management-counseling,",https://www.hpa.gov.tw/Pages/List.aspx?nodeid=4706,0,,,1c435a7f-9f51-4e21-8c91-1dbf761fa7e2,發展可近、普及負擔的社區預防照護服務網絡。 預防衰弱老人成為被照顧者，增進輕、中度失能 (智)者及其照顧生活品質。
衛生福利部,長期照顧十年計畫2.0-社區整體照顧服務體系,False,"local-government,","plan-subject-other,","plan-restype-other,",https://1966.gov.tw/LTC/cp-6459-70023-207.html,0,,,48fded50-c6fd-4396-88de-dd5379f6284d,1.參與單位多元化：社區整體照顧服務體系讓長照、醫療單位共同參與及辦理。 2.促進長照服務彈性化、據點綿密化：由社區整合型服務中心落實個案管理，並依個案需求協調安排照顧資源，提供具彈性化以及連續性之服務
衛生福利部,長期照顧十年計畫2.0-社區營養據點補助計畫,False,"local-government,","public-construction,","talent-cultivation,environment-construction,management-counseling,",,0,,,dfc5732e-dfc8-47a6-980f-4bf00ed00e10,提供社區長者營養相關服務，並發展社區營養教育方案、辦理社區營養照護相關人員培訓、輔導社區餐飲業者（或長者據點、長照機構等）提供高齡友善健康飲食等。
衛生福利部,長期照顧十年計畫2.0-失智照護服務計畫,False,"local-government,","public-construction,","talent-cultivation,management-counseling,",https://1966.gov.tw/LTC/cp-6456-70024-207.html,0,,,a89588a1-b4a9-4f94-b622-45ecbd030263,設置「失智社區服務據點」，提供個案認知促進、緩和失智，及安全看視；提供照顧者支持服務，家屬支持團體(輔導諮商)、家屬照顧課程。
衛生福利部,長期照顧十年計畫2.0-失智友善社區計畫,False,"local-government,","public-construction,","talent-cultivation,environment-construction,management-counseling,",,0,,,f236cffa-e570-4fe6-9c85-82332d0e003e,1.提升大眾對失智症之認識及友善態度，消除對失智症的歧視和偏見 2.推動失智友善社區環境，招募失智友善天使及失智友善組織，含商家、教會、寺廟、公廁、醫療院所、派出所等各場域，並衛教指導居家環境改善。 3. 社區設置失智友善館，提供失智者參與社區機會，結合家屬交流及經驗分享等喘息活動，並建立實證介入措施及民眾諮詢服務管道。
教育部,U-start創新創業計畫,False,"apply-target-other,","plan-subject-other,","talent-cultivation,",https://ustart.yda.gov.tw/,0,,,04249b78-3e75-4668-b061-f4806dc1ea13,教育部青年發展署為提升校園創新創業文化，鼓勵大專校院優化校園創業環境，結合學校育成輔導資源，提供青年創業實驗場域與資源，培育具創業家精神人才，協助青年學生創業實踐。 一. 製造技術類、二. 文創教育類、三. 創新服務類、四. 社會企業類
教育部,青年社區參與行動2.0,False,"personal,","plan-subject-other,","talent-cultivation,",https://changemaker.yda.gov.tw/,0,,,8d0e5537-716c-4cf8-b79d-4469bf1e944e,為強化前端在地發展人才的培育，配合國家發展委員會「加速推動地方創生計畫」規劃「發展及整備地方創生青聚點」，111 年以結合在地青年行動家運用行動場域及推動經驗，建立常態性營運之在地學習點，協助青年從體驗在地、理念建立，至實際運作，引導青年參與地方發展。
教育部,青年壯遊點計畫,False,"people-team,","plan-subject-other,","talent-cultivation,",https://youthtravel.tw/doc.php?puid=7&type=2,0,,,df886325-4d6c-4893-8b50-f7d6f0bd7757,為使青年壯遊帶來創新學習及教育意涵，與在地非營利組織及大專校院合作以非營利之方式在全國設置青年壯遊點，透過辦理文化、部落、生態、農村、漁村、志工、體能等多元活動，提供15-35歲青年體驗臺灣在地生活及文化，並培養青年對這塊土地的熱情與關懷。
衛生福利部,113年度原鄉及離島地區部落社區健康營造計畫,False,"local-government,people-team,apply-target-other,","public-construction,plan-subject-other,","talent-cultivation,environment-construction,",https://dep.mohw.gov.tw/donahc/lp-1069-104.html,0,,,80e09a85-cc55-49b9-9518-e1321b07bebf,一、 建立因地制宜健康議題，促進提升部落社區健康促進識能提升。二 、提升原住民族及離島地區整體健康照護政策服務利用涵蓋率。三、促進跨領域合作，協助在地人服務在地人之健康照護資源育成。
經濟部,開發在地型產業園區計畫-推動城鄉特色產業園區發展計畫,True,"local-government,","public-construction,industry-technology,","environment-construction,management-counseling,",otop.tw,0,,,a5489a11-0380-4260-8a80-916cdd4f8f96,整合地方產業群聚資源，以城鄉特色產業園區為發展平台，導入生產、生活、生態「三生一體」的觀念，並結合「創意」、「創新」及「創業」之「三創」新興發展能量，建立城鄉產業價值鏈，帶動地方經濟發展。 1.推動循環經濟，永續發展城鄉特色產業 2.結合數位經濟，智慧建構園區生態系 3.發展體驗經濟，創新城鄉特色產業價值
衛生福利部,建構0-2歲兒童社區公共托育計畫,True,"local-government,","public-construction,","environment-construction,",https://www.sfaa.gov.tw/SFAA/Pages/Detail.aspx?nodeid=942&pid=7594,0,,,9a696ef2-ada4-4749-822d-229c15fd49f5,政府運用資源透過非營利團體公共參與管理的方式，管控收費以提供平價、優質、普及的托育服務，支持家庭得以安心育兒。
經濟部,普及智慧城鄉生活應用計畫,True,"enterprise,","technology-apply,","financing-grant,",https://www.twsmartcity.org.tw/tw,0,,,c14d107e-8048-4030-9e20-c91b9eb6259b,強化全臺如智慧城鄉等物聯網應用發展、網路智慧生活應用示範場，促成智慧生活普及。
經濟部,推動中小企業跨域創新加值計畫,True,"enterprise,","industry-technology,technology-apply,","financing-grant,",https://smefuture.org.tw/masterpage-smeecosystem,0,,,7c8e0304-c6df-41b8-83a6-a799f71f06e9,協助中小企業運用科技加值、服務創新改變營運模式，建立新商業模式並形成創新風氣，帶動中小企業彼此相持成長，建構中小企業跨域整合生態體系，以帶動未來新事業、國際新潛力、區域新經濟之中小企業持續成長。
經濟部,全國水環境改善計畫,False,"local-government,","travel,","environment-construction,",https://flwe.wra.gov.tw/cl.aspx?n=7820,0,,,8921f4fc-df8b-457d-af16-f2e5f86a0015,形塑城鄉新風貌，建構具「文化、綠意、美質」環境： 1.營造優質生活環境，打造樂活水岸風貌； 2.串連水陸環境，活絡在地文化與觀光遊憩產業； 3.改善水質污染、營造生物多樣性棲地，發展永續生態環境。
原住民族委員會,部落之心示範點建置補助計畫,False,"local-government,","public-construction,","environment-construction,",https://www.cip.gov.tw/zh-tw/news/data-list/3B2BB84D09FA867F/2D9680BFECBE80B6A0F63B0E84ECD135-info.html,0,,,c888ea7e-d1e7-4872-a06c-3bc8a17fcd63,以原住民族文化為發展基礎，整合長者照護、學童課後照顧、幼兒族語托育、數位運用機會等相關服務，以興、修（整）建方式建置具原住民族傳統建築特色及文化意涵之綜合服務中心。
原住民族委員會,原民部落營造計畫-服務據點周邊及部落內公共設施改善計畫,False,"local-government,","public-construction,","environment-construction,",https://www.cip.gov.tw/portal/docDetail.html?CID=3B2BB84D09FA867F&DID=2D9680BFECBE80B6DF04CC0702180FC0,1,服務據點周邊及部落內公共設施改善第三期申請須知-核定,https://www.twrr.ndc.gov.tw/core-api/resource/repo/2022/2000407871.pdf,1b66ca29-d711-4072-8554-9cff27a6d8e8,1.改善服務據點周邊及部落內基礎民生設施，以營造安全舒適之居住環境及便利之交通路網。 2.改善服務據點周邊及部落內公共生活空間，以提升生活品質及突顯部落特色。 3.改善服務據點周邊及落內原住民傳統祭儀場地及聚會所，以發揚族群文化並提供居民日常及特殊慶典之活動空間。
農業部,漁業多元化經營建設計畫,False,"local-government,people-team,apply-target-other,","plan-subject-other,","plan-restype-other,",,0,,,4076c9f0-a69f-4f04-be8b-b0444a4fba7f,有系統逐年辨理漁業經營調適與發展，以制定合理利用漁業資源之政策措施。建立優質養殖漁業；營造優質漁港；以符合歐盟等國際衛生標準，建構現代化多功能、高效率及高品質之漁產運銷通路，供應消費者安全的漁產品；及提升養殖水產品衛生安全及增進國際競爭力，落實養殖管理，並推動產業升級之目標。
衛生福利部,地方創生長照衛福據點整備補助,False,"local-government,","public-construction,","financing-grant,plan-restype-other,",https://www.twrr.ndc.gov.tw/res/repo/2023/1542427516.pdf,0,,,eadcd5d7-39a4-444d-8a6f-a9710a9ba7ef,補助公有土地新建、增（改）建日間照顧機構、小規模多機能機構、團體家屋機構等社區長照服務資源。
